we_vote_id,ballot_item_display_name,contest_office_name,district_name,party_Conservative Party,party_Democrat,party_Independent,party_Independent Party,party_Libertarian Party,party_Nonpartisan,party_Others,party_Republican,party_Unaffiliated,party_Working Families Party,google_civic_election_id_1000336,google_civic_election_id_1000337,google_civic_election_id_1000338,google_civic_election_id_1000339,google_civic_election_id_1000340,google_civic_election_id_1000341,google_civic_election_id_1000342,google_civic_election_id_1000343,google_civic_election_id_1000344,google_civic_election_id_1000345,google_civic_election_id_1000346,google_civic_election_id_1000347,google_civic_election_id_1000348,google_civic_election_id_1000349,google_civic_election_id_1000351,google_civic_election_id_1000352,google_civic_election_id_1000354,google_civic_election_id_1000355,twitter_description,lon,lat
wv87cand2302701,Liam Walker,0.9306034327260955,0.04144093455506092,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-82.9071,40.4173
wv87cand2302702,Alexander Cornwallis,0.9306034327260955,0.05047822416061786,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2712183967131615,-99.9018,31.9686
wv87cand2302703,Clifford Wiley,0.9306034327260955,0.05047822416061786,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3474178318331148,-99.9018,31.9686
wv87cand2302704,Pervez Agwan,0.9306034327260955,0.04981926476483556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19958027465950678,-99.9018,31.9686
wv87cand2302705,Caroline Kane,0.9306034327260955,0.04981926476483556,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33971010196661877,-99.9018,31.9686
wv87cand2302706,John O'Shea,0.9306034327260955,0.044731041571301415,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2115437278041971,-99.9018,31.9686
wv87cand2302707,Victor Avila,0.9306034327260955,0.041408731841912676,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22810941604185703,-99.9018,31.9686
wv87cand2302708,Francine Ly,0.9306034327260955,0.04140873184191266,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19094692357431683,-99.9018,31.9686
wv87cand2302710,Matthew Lucci,0.9306034327260955,0.04247050324222841,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2019231062695003,-99.9018,31.9686
wv87cand2302711,Kelvin Leaphart,0.9306034327260955,0.04196960099010199,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08997491650716871,-99.9018,31.9686
wv87cand2302712,Kyle Sinclair,0.9306034327260955,0.04058212842422428,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2997235870922288,-99.9018,31.9686
wv87cand2302713,Luis Fuentes,0.9306034327260955,0.03982532795742531,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2687017718585879,-99.9018,31.9686
wv87cand2302714,Gary Johnson,0.9306034327260955,0.04876115673512324,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.9023,32.3182
wv87cand2302715,Austin Viuge,0.9306034327260955,0.04907594651134066,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3219604335786571,-86.9023,32.3182
wv87cand2302716,Andrei Cherny,0.9306034327260955,0.050525057289463056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32912854186734586,-111.0937,33.4484
wv87cand2302717,Andrew Horne,0.9306034327260955,0.050525057289463056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15366923139980299,-111.0937,33.4484
wv87cand2302718,Kurt Kroemer,0.9306034327260955,0.050525057289463056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14653344427175913,-111.0937,33.4484
wv87cand2302719,Amish Shah,0.9306034327260955,0.050525057289463056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14848392732323684,-111.0937,33.4484
wv87cand2302720,Yassamin Ansari,0.9306034327260955,0.05040999683180921,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1970593524463795,-111.0937,33.4484
wv87cand2302721,Raquel Terán,0.9306034327260955,0.05040999683180921,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2859056818712892,-111.0937,33.4484
wv87cand2302722,Kelly Cooper,0.9306034327260955,0.046870815510342716,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22465877407739732,-111.0937,33.4484
wv87cand2302723,Dave Giles,0.9306034327260955,0.046870815510342716,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44631290481365987,-111.0937,33.4484
wv87cand2302724,Dom Waters,0.9306034327260955,0.0487841389025521,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064140350820068,-105.7821,39.5501
wv87cand2302725,Russ Andrews,0.9306034327260955,0.04870943237196441,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-105.7821,39.5501
wv87cand2302726,Debby Burnett,0.9306034327260955,0.04870943237196441,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438812151215676,-105.7821,39.5501
wv87cand2302727,Adam Frisch,0.9306034327260955,0.04870943237196441,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3097928118835397,-105.7821,39.5501
wv87cand2302728,David Karpas,0.9306034327260955,0.04870943237196441,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-105.7821,39.5501
wv87cand2302729,Gary Swing,0.9306034327260955,0.04870943237196441,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2097296431915423,-105.7821,39.5501
wv87cand2302730,Ike McCorkle,0.9306034327260955,0.04533494369591262,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059501662210094605,-105.7821,39.5501
wv87cand2302731,John Padora,0.9306034327260955,0.04533494369591262,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17920847168647536,-105.7821,39.5501
wv87cand2302732,Justin Schreiber,0.9306034327260955,0.04533494369591262,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-105.7821,39.5501
wv87cand2302733,Khaleb Dammen,0.9306034327260955,0.043679652987180136,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-105.7821,39.5501
wv87cand2302734,Chris Murphy,-0.014108449546201532,-0.0035811236027533393,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03139442830516399,-73.0877,41.6032
wv87cand2302735,Nicholas Symochko,0.9306034327260955,0.04541116976155095,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-73.0877,41.6032
wv87cand2302736,Mark Hancock,0.9306034327260955,0.04541116976155095,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-73.0877,41.6032
wv87cand2302737,Bob MacGuffie,0.9306034327260955,0.04231661518495212,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4587130052395731,-73.0877,41.6032
wv87cand2302738,Alexander Geise,0.9306034327260955,-0.006434130225339047,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-75.5277,38.9108
wv87cand2302739,Rick Scott,-0.014108449546201532,-0.0010129454200237466,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16603599982744677,-81.5158,27.9944
wv87cand2302740,Keith Gross,-0.014108449546201532,-0.0010129454200237466,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276067848072595,-81.5158,27.9944
wv87cand2302741,A.C. Toulme Jr.,-0.014108449546201532,-0.0010129454200237466,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302742,Matt Boswell,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11969399268469771,-81.5158,27.9944
wv87cand2302743,Don Horan,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15045203256217426,-81.5158,27.9944
wv87cand2302744,Rod Joseph,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10606001300350025,-81.5158,27.9944
wv87cand2302745,Bernard Korn,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302746,Josue Larose,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23423962505645313,-81.5158,27.9944
wv87cand2302747,Andy Romagnano,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2576254355977617,-81.5158,27.9944
wv87cand2302748,Matthew Sanscrainte,-0.014108449546201532,-0.0010129454200237466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3401254176928624,-81.5158,27.9944
wv87cand2302749,Randy Toler,-0.014108449546201532,-0.0010129454200237466,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07889609338297357,-81.5158,27.9944
wv87cand2302750,Willie Anderson ,0.9306034327260955,0.053332084433173076,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302751,Anthony Stebbins,0.9306034327260955,0.052888751962257265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302752,Mathias Lenssen,0.9306034327260955,0.04723993996851423,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302753,Angel Coba,0.9306034327260955,0.04526298766795654,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1999714930768978,-81.5158,27.9944
wv87cand2302754,Ralph Groves,0.9306034327260955,0.044119431010104807,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302755,Anthony Sabatini,0.9306034327260955,0.044119431010104807,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07864583370169348,-81.5158,27.9944
wv87cand2302756,Daniel Webster,0.9306034327260955,0.044119431010104807,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2492785877635639,-81.5158,27.9944
wv87cand2302757,Laura Loomer,0.9306034327260955,0.044119431010104807,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08238624322000399,-81.5158,27.9944
wv87cand2302758,Chris Eddy,0.9306034327260955,0.039880981834798775,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302759,Rubin Young,0.9306034327260955,0.039880981834798775,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12082600612797079,-81.5158,27.9944
wv87cand2302760,Ian Medina,0.9306034327260955,0.03942321797473929,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-81.5158,27.9944
wv87cand2302761,Mazie K. Hirono,-0.014108449546201532,-0.004269767914911336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21401283604371968,-157.8583,21.3069
wv87cand2302762,Kaylee Peterson,0.9306034327260955,0.043438318860217595,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581351064456974,-114.742,44.0682
wv87cand2302763,Richard Grayson,0.9306034327260955,0.0437952373728289,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-114.742,44.0682
wv87cand2302764,John Curry,0.9306034327260955,0.05026872209992388,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06889602042710441,-89.3985,40.6331
wv87cand2302765,Danny Davis,0.9306034327260955,0.04402798261067925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3578805976794072,-89.3985,40.6331
wv87cand2302766,Greg Landsman,0.9306034327260955,0.05108153752999401,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14361150277849039,-82.9071,40.4173
wv87cand2302767,Melissa Conyears-Ervin,0.9306034327260955,0.04402798261067925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23306231927914958,-89.3985,40.6331
wv87cand2302768,Abhijit Patel,0.9306034327260955,0.0426771165859983,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-89.3985,40.6331
wv87cand2302769,Jorge Briseno,0.9306034327260955,0.0426771165859983,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-89.3985,40.6331
wv87cand2302770,Christopher Anderson,0.9306034327260955,0.04123297559614995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-89.3985,40.6331
wv87cand2302771,Joshua Loyd,0.9306034327260955,0.04169473995233382,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18498769607426502,-89.3985,40.6331
wv87cand2302772,Krystal Dorey,0.9306034327260955,0.039517737263499414,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30511371245970936,-89.3985,40.6331
wv87cand2302773,Matt Leiv,0.9306034327260955,0.039517737263499414,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26071418147240355,-89.3985,40.6331
wv87cand2302774,Ray Estrada,0.9306034327260955,0.03899096614630112,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-89.3985,40.6331
wv87cand2302775,Joseph Severino,0.9306034327260955,0.04123297559614995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-89.3985,40.6331
wv87cand2302776,Jack Lombardi II,0.9306034327260955,0.039517737263499414,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06226461582565367,-89.3985,40.6331
wv87cand2302777,Aleem Young,-0.014108449546201532,-0.008255081665584026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302778,Jim Banks,-0.014108449546201532,-0.008255081665584026,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13803127434166068,-86.1349,40.2672
wv87cand2302779,Erik Benson,-0.014108449546201532,-0.008255081665584026,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302780,Anthony Tibby,-0.014108449546201532,-0.008255081665584026,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302781,Marshall Travis,-0.014108449546201532,-0.008255081665584026,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1955608449367699,-86.1349,40.2672
wv87cand2302782,Samuel Kravitz,0.9306034327260955,0.04728097741675274,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302783,Wendy W. Davis,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10194566670174574,-86.1349,40.2672
wv87cand2302784,Mike Felker,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16004848273747357,-86.1349,40.2672
wv87cand2302785,Jon Kenworthy,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32020083057299253,-86.1349,40.2672
wv87cand2302786,Chandler Likes,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32125314048541914,-86.1349,40.2672
wv87cand2302787,Marlin Stutzman,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33348512669452,-86.1349,40.2672
wv87cand2302788,Andy Zay,0.9306034327260955,0.04718910287264246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21358672921332347,-86.1349,40.2672
wv87cand2302789,Rodney Cummings,0.9306034327260955,0.042173016991713545,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302790,Chuck Goodrich,0.9306034327260955,0.042173016991713545,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3573133840807067,-86.1349,40.2672
wv87cand2302791,Matthew Peiffer,0.9306034327260955,0.042173016991713545,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302792,Ben Ruiz,0.9306034327260955,0.04728097741675274,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019878624777173153,-86.1349,40.2672
wv87cand2302793,Pete Ricketts,-0.014108449546201532,-0.0041919045142552675,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2679757005148986,-99.9018,41.4925
wv87cand2302794,John Glen Weaver,-0.014108449546201532,-0.0041919045142552675,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31212117846918697,-99.9018,41.4925
wv87cand2302795,Deb Fischer,-0.014108449546201532,-0.0041919045142552675,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1503602719298108,-99.9018,41.4925
